UF,Sexo,Idade,Cor,Anos de Estudo,Renda,Altura
17,0,38,8,12,1400,1.781482832
17,0,24,8,12,788,1.660944561
17,1,53,2,16,8000,1.688135055
17,1,44,4,4,2300,1.584250385
17,1,49,2,9,5000,1.734958626
17,0,36,8,1,1200,1.569224092
17,0,37,2,6,1600,1.642064102
17,0,55,8,1,788,1.633738354
17,0,53,8,4,1600,1.622930419
17,0,33,8,9,1300,1.706800607
17,0,41,8,6,1600,1.745938249
17,0,50,8,3,2300,1.725315525
17,0,30,8,8,788,1.647019179
17,1,30,8,16,2500,1.787392839
17,1,36,8,16,930,1.702413909
17,0,46,2,10,3500,1.691018615
17,1,48,2,12,788,1.70956178
17,0,48,4,4,788,1.665680196
17,1,26,8,12,600,1.631949168
17,0,45,8,5,500,1.748120787
17,0,49,2,1,400,1.806606475
17,0,41,4,9,800,1.807077845
17,0,31,4,9,500,1.774856014
17,0,51,8,1,500,1.805629916
17,1,35,2,15,2900,1.755252729
17,0,49,2,7,500,1.748211814
17,0,46,4,10,1200,1.622350808
17,0,41,8,16,3000,1.898023134
17,1,64,8,12,700,1.767682304
17,0,27,8,13,788,1.783550145
17,0,62,8,6,0,1.707601088
17,1,44,8,16,2998,1.574863974
17,1,45,8,6,788,1.71277858
17,1,51,8,1,0,1.521045822
17,0,54,2,14,788,1.727161586
17,0,59,8,1,788,1.641870964
17,0,48,2,12,2500,1.691084925
17,0,36,8,7,500,1.5839601
17,0,51,8,5,1400,1.650981128
17,0,31,8,12,990,1.636388893
17,1,35,8,13,788,1.721152863
17,0,42,8,3,1000,1.66073304
17,0,48,4,7,788,1.624658313
17,1,30,8,12,788,1.710829531
17,0,43,8,6,800,1.804976736
17,1,44,8,12,900,1.773823242
17,1,31,8,12,1200,1.811829015
17,0,35,8,12,2400,1.643140086
17,0,39,8,16,1600,1.770145267
17,0,32,8,12,7000,1.655961564
17,0,37,8,12,700,1.70730408
17,0,28,8,12,800,1.815680197
17,0,39,8,7,2155,1.641583107
17,1,30,4,5,788,1.638766785
17,0,45,8,5,1500,1.730338142
17,0,56,8,12,1000,1.914152215
17,1,63,8,6,950,1.609488914
17,0,53,8,6,788,1.703656862
17,1,25,8,12,300,1.730150542
17,0,28,8,4,800,1.633869993
17,0,32,8,12,1575,1.733392187
17,0,34,8,12,1200,1.526786976
17,1,49,8,6,850,1.728099613
17,0,33,2,12,1400,1.657700466
17,0,39,8,16,2000,1.768758834
17,0,34,2,11,1148,1.6035709
17,0,45,4,1,0,1.749558005
17,0,46,8,6,750,1.523031327
17,0,40,4,1,0,1.585680471
17,0,56,8,1,1200,1.767036089
17,0,71,2,6,0,1.839544616
17,0,24,8,11,0,1.722202819
17,0,43,2,4,250,1.598765131
17,0,73,8,1,0,1.785171368
17,0,56,2,16,30000,1.662013812
17,0,46,2,6,0,1.741777867
17,0,57,8,3,0,1.671596973
17,0,27,8,10,0,1.753310215
17,0,51,8,1,250,1.59717858
17,0,60,2,11,150,1.572162292
17,0,48,8,1,180,1.774609767
17,1,55,8,5,0,1.789541171
17,0,59,8,3,0,1.556280292
17,0,38,8,7,1576,1.855299323
17,0,43,8,5,450,1.688710124
17,0,27,8,11,1300,1.696583445
17,0,71,2,3,0,1.674662965
17,0,76,8,1,0,1.762907175
17,0,28,8,9,1500,1.654046525
17,0,44,8,3,2000,1.747825121
17,0,54,8,10,400,1.655033626
17,0,56,8,9,200,1.686289713
17,0,36,2,9,5000,1.609879412
17,0,43,8,10,500,1.739408234
17,0,39,2,8,3000,1.744004729
17,1,45,2,16,3800,1.687462884
17,1,52,2,16,1200,1.63058636
17,0,49,8,3,1300,1.715461244
17,1,53,8,12,1300,1.809361717
17,0,57,8,16,10000,1.58138054
17,0,41,8,12,3000,1.826152451
17,0,24,4,15,900,1.739446823
17,1,32,8,12,788,1.730038912
17,1,27,8,12,500,1.775370189
17,1,41,8,12,788,1.739670604
17,0,20,8,9,890,1.643513681
17,1,42,8,12,788,1.492650801
17,0,35,8,12,1500,1.629357137
17,1,31,8,12,200,1.813051612
17,1,62,4,9,788,1.719889193
17,0,29,8,13,1200,1.718267701
17,0,42,8,12,5300,1.627738126
17,0,49,8,5,1200,1.665578354
17,0,31,2,12,500,1.783994831
17,0,39,8,12,2000,1.739464159
17,0,43,8,5,1300,1.778489775
17,0,36,8,12,1500,1.659124348
17,0,49,2,4,1400,1.777048157
17,1,42,8,16,2000,1.775892369
17,1,59,2,12,788,1.694536924
17,0,34,2,16,3000,1.671224912
17,1,48,8,16,788,1.652629869
17,1,28,2,16,1500,1.614584837
17,1,76,2,4,800,1.723857388
17,1,58,2,16,2500,1.593194124
17,1,33,2,12,1200,1.634265114
17,1,48,8,12,1200,1.736429897
17,1,36,2,7,788,1.607841148
17,0,51,4,2,600,1.663553918
17,0,60,8,4,2100,1.718520948
17,0,36,8,12,890,1.666540888
17,0,46,8,6,920,1.64963416
17,0,60,8,1,4000,1.691072811
17,0,22,8,7,788,1.673666716
17,0,47,8,16,1000,1.56123963
17,0,29,8,9,780,1.661634486
17,0,36,8,4,1500,1.765910706
17,0,28,4,4,2000,1.732847621
17,1,50,8,12,788,1.6589954
17,0,57,8,7,1600,1.762232219
17,0,60,8,3,700,1.713354133
17,0,24,8,6,788,1.649360239
17,0,35,8,10,1700,1.625095736
17,0,49,2,2,1200,1.816519625
17,0,33,2,12,1500,1.647049652
17,0,23,8,10,1100,1.768931989
17,0,52,8,1,1100,1.720050875
17,1,41,8,12,788,1.638162973
17,0,23,8,5,788,1.641936402
17,1,45,8,16,3600,1.573311779
17,0,25,2,12,900,1.55803785
17,1,38,8,16,3500,1.784760676
17,1,74,4,1,200,1.748227069
17,0,47,8,12,1600,1.695432912
17,1,24,8,16,2000,1.583654567
17,0,52,8,9,2500,1.652644596
17,1,51,8,16,1300,1.625423767
17,0,40,2,12,3000,1.775875553
17,1,39,4,14,788,1.765254004
17,0,53,8,16,3279,1.667961686
17,1,29,8,12,788,1.689415727
17,0,41,8,6,1200,1.653337864
17,0,43,2,12,4900,1.654744813
17,0,37,8,12,2500,1.661224567
17,0,40,2,5,788,1.650742598
17,1,56,2,6,600,1.621474118
17,0,59,2,7,788,1.659154978
17,0,64,8,9,700,1.807846045
17,1,24,8,13,900,1.610543938
17,0,60,8,5,0,1.767215891
17,0,24,8,12,788,1.588919563
17,0,55,2,3,788,1.65450313
17,0,34,8,12,1100,1.707257656
17,0,49,6,12,1500,1.896852784
17,0,57,2,15,2200,1.684219113
17,0,27,2,12,1020,1.687641171
17,0,35,8,12,2000,1.733991739
17,0,43,8,15,1500,1.618057896
21,0,31,8,3,788,1.594781759
21,0,75,8,1,150,1.704340161
21,0,32,8,7,788,1.642554252
21,0,54,8,1,500,1.86031627
21,0,36,8,12,0,1.771561271
21,0,41,8,5,800,1.744622369
21,0,19,2,12,500,1.669629099
21,0,32,8,12,788,1.849751445
21,1,50,8,9,500,1.597212789
21,1,75,8,2,0,1.83090527
21,0,38,8,5,150,1.73930657
21,0,34,8,2,300,1.552766078
21,1,47,8,1,150,1.871516062
21,0,67,8,4,350,1.52395671
21,1,54,8,4,200,1.698803968
21,0,65,8,1,350,1.72131367
21,0,45,8,12,4000,1.695690629
21,1,48,8,12,788,1.617393899
21,1,63,8,13,0,1.601917003
21,0,46,8,12,500,1.850003691
21,1,40,4,3,300,1.677343266
21,1,47,8,1,700,1.69337171
21,1,53,2,5,788,1.845723669
21,1,42,8,6,818,1.664579351
21,0,63,8,1,80,1.713348719
21,0,21,8,11,1000,1.599072404
21,0,55,8,9,500,1.641759589
21,1,56,8,1,320,1.76861852
21,0,23,8,11,800,1.716922852
21,0,47,8,12,1000,1.630028175
21,0,37,0,1,800,1.761236683
21,1,49,8,16,1600,1.770850456
21,1,27,4,1,400,1.609278664
21,1,17,8,11,100,1.594617486
21,0,38,0,9,200,1.543774744
21,1,31,2,12,2500,1.629734152
21,1,49,8,1,300,1.739464879
21,0,51,4,12,700,1.658563178
21,1,55,8,9,788,1.643575698
21,1,29,4,12,0,1.676420256
21,1,38,4,12,1000,1.693922133
21,1,33,8,10,0,1.766190127
21,1,44,4,12,0,1.704274202
21,0,71,8,2,300,1.687756991
21,1,53,8,5,788,1.717985479
21,0,34,4,2,900,1.921229271
21,0,37,2,7,450,1.795339117
21,0,54,8,13,788,1.815984928
21,0,62,8,1,0,1.752221326
21,0,49,8,1,350,1.601281943
21,0,47,2,1,625,1.704805333
21,0,34,0,3,900,1.691871821
21,0,41,8,12,0,1.734036795
21,0,68,2,1,0,1.767600861
21,0,44,2,16,0,1.669014523
21,0,84,8,1,0,1.658818742
21,0,36,2,1,788,1.760333104
21,0,64,8,1,0,1.831603789
21,0,34,2,11,1500,1.79829407
21,0,65,2,1,0,1.72992899
21,1,55,8,5,0,1.532156083
21,1,43,2,11,0,1.806524773
21,1,61,2,12,788,1.614705607
21,1,43,4,4,250,1.846650292
21,1,52,2,12,700,1.61574149
21,0,52,8,1,3000,1.728612847
21,0,55,2,3,250,1.681932244
21,1,29,8,9,1000,1.752816467
21,0,67,8,1,300,1.645999119
21,0,31,8,12,1000,1.754124411
21,0,23,8,12,2000,1.793874301
21,1,56,2,5,0,1.690835931
21,1,40,4,12,480,1.760705419
21,0,82,2,3,600,1.737553704
21,0,57,8,10,1600,1.725572109
21,1,69,8,9,650,1.716372444
21,0,25,2,12,1200,1.643168993
21,1,62,8,6,250,1.713465227
21,1,52,2,12,789,1.682101561
21,1,52,8,12,2500,1.612358915
21,0,45,2,8,5500,1.576323007
21,1,48,8,8,600,1.662117595
21,1,52,4,1,1600,1.693816332
21,0,55,2,5,800,1.768450167
21,0,26,8,9,800,1.665996212
21,0,42,4,3,500,1.602432015
21,0,30,2,5,1000,1.60086308
21,0,36,8,12,900,1.753710908
21,0,36,8,2,240,1.783641323
21,0,50,8,7,1500,1.873545038
21,1,26,8,8,250,1.675438721
21,0,40,8,2,788,1.727126258
21,0,47,8,9,0,1.734385613
21,0,54,8,1,0,1.681853643
21,0,51,8,1,600,1.818400245
21,0,58,8,1,0,1.653447436
22,0,29,8,9,58,1.656075637
22,0,58,8,1,74,1.589052874
22,1,28,8,7,400,1.709673802
22,0,54,8,6,800,1.657499237
22,0,26,4,5,788,1.529376474
22,1,38,8,2,200,1.734666723
22,1,29,8,12,1200,1.784710875
22,1,50,8,11,400,1.848282062
22,0,52,8,9,788,1.735247571
22,1,59,8,2,600,1.81686965
22,1,28,8,12,788,1.665306658
22,0,34,8,4,788,1.830192039
22,0,56,8,9,1000,1.578663568
22,0,47,8,7,800,1.63857924
22,1,42,8,8,250,1.738237222
22,1,30,8,11,788,1.816400401
22,0,63,8,5,788,1.699100407
22,1,57,2,9,700,1.579151659
22,0,52,4,9,800,1.717117404
22,0,39,8,6,4500,1.644385662
22,0,31,2,16,1250,1.650278278
22,1,35,8,7,400,1.742982989
22,0,30,4,12,5000,1.74910578
22,0,49,8,3,1074,1.796011572
22,0,55,8,6,1200,1.609424156
22,0,28,8,9,400,1.641618544
22,1,46,8,12,788,1.666978531
22,0,22,8,10,850,1.557760487
22,0,32,8,1,800,1.649312498
22,1,29,8,16,810,1.665058606
22,0,56,2,5,900,1.717124408
22,0,42,8,6,800,1.674954201
22,1,54,2,12,788,1.694093915
22,0,44,8,9,1200,1.668491474
22,1,47,8,12,788,1.831596636
22,0,61,8,1,800,1.671288781
22,0,55,8,9,850,1.719857345
22,1,52,2,16,2470,1.785451281
22,0,33,8,12,788,1.644562493
22,0,69,8,12,800,1.685694303
22,0,38,8,2,1100,1.674091882
22,0,33,8,10,992,1.591970812
22,1,32,8,1,730,1.638555758
22,0,40,8,9,788,1.643204984
22,1,42,8,6,400,1.576072706
22,0,35,8,9,850,1.464737087
22,0,37,8,16,2000,1.726473687
22,1,39,8,6,830,1.746168765
22,1,24,8,12,150,1.829467893
22,0,57,2,1,600,1.763917825
22,0,45,8,5,400,1.738542948
22,1,52,8,1,2000,1.836936913
22,0,21,8,5,800,1.704455132
22,0,49,2,13,1570,1.804156016
22,0,37,8,12,1500,1.694915961
22,0,64,8,7,900,1.593343097
22,0,63,2,7,160,1.692817099
22,0,47,2,3,2250,1.548822686
22,1,24,8,16,700,1.702196466
22,0,47,8,10,1500,1.70733062
22,1,32,2,16,4600,1.540748416
22,0,46,8,4,1576,1.600621671
22,0,32,4,3,1600,1.81206998
22,0,52,8,11,1000,1.919535056
22,0,69,8,1,8,1.455055378
22,1,40,2,3,0,1.889875516
22,0,28,2,12,788,1.711879883
22,0,36,8,9,192,1.705435205
22,0,31,8,3,0,1.847393607
22,0,54,8,1,0,1.685312135
22,0,72,8,1,25,1.812106175
22,1,28,8,11,75,1.617558583
22,1,24,8,10,31,1.781756155
22,0,46,8,3,30,1.720608575
22,0,49,8,12,20,1.794458736
22,1,49,4,2,8,1.650630252
22,1,25,4,12,788,1.622593244
22,0,31,2,5,1300,1.706066095
22,1,35,4,2,640,1.720948709
22,1,41,4,5,788,1.64476694
22,1,64,8,16,17000,1.733139989
22,0,49,2,9,1200,1.822116693
22,0,19,8,12,800,1.67433418
22,0,29,2,8,788,1.790796658
22,0,21,8,4,1200,1.58987799
22,1,24,8,9,788,1.698451797
22,1,29,8,12,550,1.664424615
22,0,46,8,16,2000,1.737975333
22,0,48,2,6,800,1.644872617
22,0,59,8,1,50,1.64801545
22,0,34,8,12,1300,1.735539797
22,0,57,8,3,350,1.822541561
22,1,72,8,1,100,1.510315692
22,0,52,8,4,500,1.665059451
22,0,43,2,5,810,1.64046179
22,1,43,8,6,0,1.694151506
22,0,47,2,3,788,1.734852717
22,0,38,2,4,6000,1.648882208
22,0,57,8,8,600,1.661528884
22,0,40,8,3,600,1.763701349
22,1,64,8,2,360,1.606313952
22,1,45,2,3,200,1.755601392
22,0,33,8,1,100,1.683142666
22,0,66,8,1,50,1.584614453
22,0,50,8,1,800,1.616995328
22,0,80,2,1,0,1.681948335
22,0,27,8,12,788,1.681658538
22,0,33,8,12,1700,1.792803619
22,0,30,8,16,6000,1.800138868
22,0,20,8,9,600,1.60714073
22,1,76,8,1,0,1.79446737
22,0,71,2,1,183,1.748121325
22,0,40,8,1,46,1.712721385
22,1,67,8,1,0,1.679354403
22,0,50,8,3,113,1.760327455
22,0,39,8,14,788,1.562602919
22,0,53,8,1,300,1.869448283
22,0,32,8,5,57,1.806856885
22,0,39,8,3,125,1.695179054
22,0,63,8,1,0,1.76071253
22,0,52,8,1,0,1.739966733
22,0,51,8,1,100,1.775700102
22,0,24,8,3,60,1.824279965
22,0,73,8,1,0,1.808632638
22,0,29,8,9,840,1.668988811
22,0,38,8,9,1600,1.725187588
22,0,45,8,12,500,1.727941961
22,0,40,8,1,1400,1.734244421
22,1,69,8,3,100,1.742118462
22,0,38,2,15,1800,1.722488004
22,1,32,8,15,4538,1.63969687
22,0,35,8,2,400,1.783849383
22,0,55,2,4,369,1.620949193
22,0,33,2,1,6,1.756392948
22,0,41,8,1,500,1.635794346
22,0,44,8,1,75,1.716688649
22,0,58,8,1,19,1.61595497
22,0,45,8,5,900,1.601824848
22,0,55,8,1,900,1.646381015
22,0,47,8,3,38,1.711385632
22,0,49,8,1,70,1.58325751
22,0,29,8,5,13,1.785394963
22,0,47,8,4,1000,1.690310069
22,0,22,8,8,80,1.614186944
22,0,47,8,2,800,1.690109531
22,0,37,8,16,900,1.769607271
22,0,35,4,6,788,1.631754128
22,0,32,8,11,1000,1.650144267
22,1,30,4,10,0,1.58933066
22,1,50,8,16,788,1.729270284
22,1,39,8,16,2800,1.516678483
22,0,54,2,7,500,1.799608274
22,0,29,8,12,788,1.715660957
22,1,21,8,12,100,1.612522584
22,0,31,8,3,900,1.692050687
22,0,29,8,12,150,1.670718576
22,0,38,2,10,800,1.764034443
22,0,49,4,1,50,1.721913037
22,0,43,4,1,70,1.742587228
22,0,61,8,1,90,1.606227009
22,0,68,8,3,150,1.601227101
22,0,43,8,4,150,1.894396398
22,0,39,8,1,110,1.801623086
22,0,34,8,1,90,1.614741817
22,0,52,2,16,2200,1.695403629
22,0,71,4,1,0,1.787799457
22,0,39,8,3,200,1.667208087
22,0,41,8,12,370,1.87148291
22,0,52,8,1,50,1.768035129
22,1,33,8,16,940,1.871913936
22,0,36,8,5,1000,1.847769355
22,0,38,8,1,700,1.61850066
22,0,51,4,1,300,1.756724352
22,0,40,2,12,1500,1.770672982
22,1,46,2,16,2600,1.802065768
22,1,44,8,15,2220,1.811491162
22,1,34,8,5,0,1.556392846
22,0,53,8,1,150,1.652782641
22,0,55,8,1,160,1.732890266
22,0,36,2,15,2220,1.74701349
22,0,25,8,13,900,1.830132242
22,0,37,4,12,200,1.684839368
22,0,48,8,3,800,1.793387524
22,0,58,8,1,0,1.712609205
22,0,62,8,5,150,1.595336074
22,0,76,2,5,500,1.708041952
22,0,67,4,1,70,1.743423265
22,0,60,8,1,90,1.832793457
22,0,31,8,4,300,1.73207845
22,0,57,8,5,60,1.733336637
22,0,65,8,1,50,1.670445704
22,0,46,4,2,600,1.71135609
22,0,69,8,5,300,1.787115533
22,0,37,8,9,200,1.673145918
22,0,57,4,3,300,1.711065949
22,1,73,8,1,0,1.684019781
22,0,46,8,4,800,1.727951401
22,1,61,8,5,120,1.642668293
22,0,21,4,10,500,1.726793991
22,0,33,8,5,788,1.7639046
22,0,54,8,9,3940,1.798062251
22,1,57,8,16,1700,1.780348711
22,0,48,4,16,1400,1.662591216
22,0,41,8,6,1300,1.714409559
22,0,32,8,8,1500,1.597049542
22,1,43,8,6,200,1.642060955
22,1,45,8,12,788,1.729372042
22,1,38,8,12,788,1.676102762
22,0,61,8,1,0,1.668387732
22,1,55,8,5,1000,1.778282539
22,0,52,8,2,250,1.787187944
22,0,35,8,9,2500,1.807818278
22,0,62,8,1,0,1.745930824
22,0,26,8,1,220,1.782909432
22,0,54,2,1,400,1.7150087
22,0,45,8,1,0,1.673126759
22,0,31,8,12,788,1.539915963
22,0,30,8,6,788,1.573635263
22,1,44,8,1,0,1.642516727
22,0,52,8,3,880,1.663931225
22,0,57,8,1,500,1.869353039
22,0,46,8,4,7000,1.745998321
22,0,38,4,5,900,1.657442268
22,0,41,8,5,5000,1.779019652
22,0,43,8,4,788,1.564182891
22,0,44,4,1,788,1.655198241
22,0,57,8,1,5000,1.753104602
22,0,48,8,3,0,1.839866376
22,0,51,8,5,3000,1.828821336
22,1,41,4,7,500,1.793655776
22,1,44,2,12,788,1.666745597
22,1,51,8,9,500,1.754963262
22,0,79,8,4,500,1.806644463
23,0,64,8,12,0,1.687456155
23,1,28,8,12,394,1.732898916
23,0,33,2,12,1500,1.880447887
23,0,30,2,9,150,1.740317573
24,0,42,8,3,350,1.546553053
24,0,36,8,7,200,1.791086197
24,0,19,8,5,500,1.756512954
24,1,43,2,6,250,1.664728415
24,0,22,2,11,1500,1.580220923
24,1,45,2,12,1500,1.805516899
24,0,38,8,7,1500,1.633913609
24,0,43,8,16,1576,1.489367208
24,1,33,8,12,1576,1.683661045
24,1,31,8,8,70,1.746899111
24,0,20,8,3,250,1.725664612
24,1,61,8,6,100,1.708315639
24,1,38,8,12,1300,1.662390333
24,0,42,8,4,350,1.742760331
24,0,27,8,6,280,1.624552942
24,0,54,8,7,394,1.710960346
24,0,19,8,1,400,1.732453285
24,0,30,8,3,789,1.581585738
24,1,49,8,1,100,1.616450068
24,1,55,8,7,900,1.606935292
24,0,46,8,12,788,1.649984433
24,0,32,8,3,3000,1.808027734
24,0,32,8,12,7000,1.742874585
24,0,35,8,8,250,1.8420094
24,0,54,8,9,0,1.763264059
24,1,46,8,8,450,1.72417019
24,1,49,2,9,980,1.549431895
24,0,59,8,3,300,1.567169687
24,0,29,2,12,788,1.672041438
24,0,43,2,7,800,1.748760688
24,0,47,8,12,800,1.605600308
24,0,67,4,1,600,1.709267422
24,1,42,2,16,2000,1.734545934
24,0,22,8,11,450,1.630234993
24,0,39,8,3,500,1.736537298
24,0,41,8,2,0,1.774779234
24,0,47,8,1,300,1.745390815
24,0,33,8,9,1010,1.770424561
24,0,38,8,7,300,1.783410968
24,0,43,2,4,300,1.711336836
24,0,52,2,1,788,1.578623327
24,0,51,8,1,100,1.826344535
24,0,22,8,4,200,1.520507702
24,0,43,2,12,396,1.807470929
25,0,54,8,9,788,1.674266358
25,0,51,8,9,1500,1.697281306
25,0,34,2,15,5000,1.682585801
25,1,46,8,12,400,1.846993132
25,0,33,8,2,900,1.801360459
25,1,54,4,16,1000,1.82633976
25,0,38,8,12,1000,1.656420105
25,1,43,8,12,600,1.700152996
25,1,44,8,4,200,1.75275466
25,1,60,8,5,0,1.756720543
25,0,29,2,12,788,1.689923609
25,1,51,4,16,2500,1.709495491
25,0,73,2,1,1000,1.700431537
25,0,45,8,5,360,1.66547779
25,0,38,2,3,300,1.704023535
25,0,51,8,1,600,1.571753767
25,1,30,8,11,400,1.764338187
25,1,24,8,12,400,1.749848917
25,1,55,2,9,100,1.759623891
25,0,38,8,2,788,1.61243842
25,1,45,2,4,788,1.660044649
25,0,51,4,1,600,1.694690266
25,1,67,8,1,0,1.588819946
25,1,51,2,2,0,1.83469182
25,1,36,8,4,0,1.81207201
25,0,60,8,1,150,1.740675386
25,1,46,2,2,1000,1.742465048
25,0,30,2,8,600,1.833278426
25,0,31,8,1,350,1.79530591
25,0,38,8,2,788,1.613040131
25,0,91,2,4,300,1.6671062
25,1,43,8,4,0,1.712866036
25,1,80,2,1,0,1.659734169
25,1,73,8,1,300,1.596235499
25,0,30,8,14,1500,1.669936012
25,0,24,4,10,500,1.779863898
25,1,45,4,4,170,1.674656536
25,0,39,8,12,300,1.680988102
25,0,47,8,4,788,1.573817736
25,1,53,2,12,700,1.71378111
25,1,46,4,1,200,1.620718551
25,1,49,8,5,25,1.755634924
25,1,50,2,4,600,1.757689064
25,0,27,4,12,1000,1.760877945
25,0,27,8,7,788,1.8033591
25,1,44,8,5,788,1.670917382
25,0,27,8,12,788,1.772155368
25,1,32,2,16,920,1.660277809
25,0,37,8,1,500,1.737709035
25,0,35,8,12,1200,1.693141219
25,0,27,8,11,300,1.828974888
25,1,56,2,5,150,1.600969936
25,0,52,8,5,788,1.856719684
25,0,37,8,12,900,1.668774544
25,1,41,4,4,788,1.696305147
25,0,52,8,1,0,1.73156346
25,0,40,8,15,2500,1.788848162
25,0,51,4,1,500,1.74588845
25,0,43,8,1,0,1.696346706
25,0,21,2,11,200,1.610525675
25,0,26,8,12,1200,1.667467841
25,0,49,2,1,400,1.801718011
25,0,55,8,3,788,1.834482257
26,0,58,8,16,1000,1.714379583
26,0,57,8,5,300,1.719574921
26,1,38,2,12,500,1.635922227
26,1,22,2,12,1300,1.671774901
26,0,49,8,7,1500,1.718942784
26,0,55,8,12,1200,1.699663614
26,0,46,8,12,1300,1.624504427
26,1,30,8,12,1500,1.613048698
26,0,39,2,12,788,1.656008954
26,0,50,2,15,3000,1.890123377
26,1,29,8,13,4200,1.604505583
26,0,45,8,12,1924,1.729873831
26,1,57,8,12,900,1.81591698
26,0,61,8,5,2200,1.508809265
26,0,45,8,11,7000,1.706775295
26,1,37,8,16,3900,1.785142906
26,1,55,8,12,1200,1.625656793
26,0,48,2,12,10000,1.701377493
26,0,30,8,12,1000,1.608721739
26,0,55,8,11,950,1.695077075
26,0,71,2,16,700,1.639229233
26,0,21,8,12,950,1.65565042
26,0,59,2,12,788,1.586027787
26,1,34,4,12,954,1.786712272
26,1,33,4,12,1200,1.8411038
26,0,40,8,12,2700,1.770784722
26,1,66,8,12,2500,1.778903206
26,0,37,8,12,3600,1.780884735
26,1,70,2,16,10000,1.533228441
26,0,73,2,12,2000,1.834342401
26,0,35,2,15,4000,1.573174231
26,1,63,2,16,10000,1.739969037
26,0,40,2,16,6000,1.652836802
26,1,40,2,16,3000,1.665317772
26,0,53,4,13,900,1.631861478
26,1,64,2,16,5800,1.755198219
26,0,63,2,12,3000,1.753548509
26,0,64,8,12,788,1.59022426
26,1,24,8,14,788,1.730582644
26,1,23,4,12,500,1.804234343
26,1,62,2,16,900,1.639448546
26,0,55,8,9,1200,1.771223803
26,1,51,2,16,4000,1.603285576
26,1,26,8,4,200,1.705034377
26,0,49,8,2,850,1.64755109
26,0,41,8,8,850,1.672112495
26,1,45,8,12,880,1.746540005
26,1,39,8,12,200,1.711520657
26,0,55,8,9,788,1.656573089
26,1,33,8,12,788,1.827475049
26,0,33,2,12,1500,1.665896492
26,1,44,8,6,850,1.592949289
26,0,43,8,5,150,1.56734562
26,0,54,2,13,1000,1.67200355
26,1,50,8,4,150,1.700393699
26,0,57,2,2,1750,1.631349278
26,1,32,4,10,788,1.644118946
26,1,55,2,12,250,1.647534714
26,0,29,4,12,2500,1.799922162
26,0,61,8,12,2500,1.68916595
26,1,59,4,14,788,1.75268797
26,0,34,2,16,6000,1.804210686
26,0,57,2,12,1400,1.651173975
26,0,72,8,7,700,1.694243232
26,0,49,8,9,788,1.655342233
26,1,53,8,16,2364,1.710317066
26,1,35,6,9,600,1.717244591
26,0,45,2,12,1200,1.782807451
26,1,45,8,16,1500,1.769556096
26,1,59,8,12,1000,1.684935193
26,1,63,8,16,2300,1.766531042
26,0,21,4,12,1250,1.670261432
26,1,55,2,16,2000,1.712862481
26,0,60,8,12,788,1.712046093
26,0,47,8,7,360,1.731601267
26,0,52,2,1,720,1.730414699
26,0,43,8,9,1000,1.664038747
26,1,65,8,12,2300,1.689984564
26,1,54,2,7,6000,1.636557241
26,0,38,8,12,3500,1.745681432
26,1,52,8,12,160,1.780023342
26,1,29,8,16,1200,1.713487146
26,1,40,8,16,1200,1.737162979
26,0,46,8,13,1800,1.689030221
26,1,47,2,16,500,1.650618517
26,0,33,8,13,3800,1.772554034
26,0,37,8,12,1500,1.720740311
26,0,25,8,12,500,1.727421932
26,0,44,8,5,1200,1.698742155
26,1,53,8,3,788,1.680774756
26,0,46,8,12,788,1.723265104
26,1,61,8,10,1600,1.568427814
26,0,41,8,12,600,1.580223275
26,0,53,2,9,1100,1.719689565
26,1,22,2,12,820,1.594215964
26,1,47,2,9,788,1.660001682
26,0,59,8,5,500,1.761301436
26,0,50,8,16,3100,1.742927552
26,1,58,6,16,6000,1.583522058
26,0,57,8,12,1400,1.682832614
26,1,44,4,6,350,1.615794629
26,1,30,2,16,1300,1.608886359
26,0,32,8,16,1200,1.819781559
26,1,37,8,12,1200,1.672686819
26,1,37,4,14,1500,1.769013948
26,1,40,2,16,1200,1.638930407
26,0,38,8,16,6500,1.597716418
26,0,60,8,5,788,1.627749161
26,0,50,8,11,1250,1.713215565
26,1,37,8,12,1450,1.604440836
26,1,45,8,9,300,1.812308073
26,0,43,8,12,1200,1.687334582
26,0,52,2,12,800,1.788457067
26,0,45,8,1,200,1.493037347
26,0,31,8,1,360,1.609988111
26,0,47,8,12,1500,1.681645272
26,1,20,8,12,250,1.704708409
26,0,40,8,12,1100,1.776833639
26,0,33,8,1,360,1.790528461
26,0,45,8,4,200,1.712602452
26,0,66,8,6,0,1.733911363
26,0,22,4,10,0,1.598004231
26,0,27,8,7,240,1.584025167
26,0,32,8,1,0,1.715988878
26,0,50,8,2,300,1.57501125
26,0,50,8,1,2400,1.634460012
26,0,54,8,16,800,1.651642722
26,0,44,8,1,200,1.611894442
26,0,21,8,7,300,1.880446456
26,0,37,2,3,400,1.660106204
26,0,42,8,1,340,1.773597147
26,0,64,2,6,400,1.739446872
26,0,49,8,1,600,1.724179869
26,0,63,8,1,3000,1.653420049
26,0,62,8,4,400,1.714391878
26,0,63,2,1,380,1.709504157
26,1,57,8,1,0,1.731668009
26,0,67,2,1,0,1.904322303
26,1,50,8,9,0,1.774957965
27,0,41,8,9,788,1.598477731
27,1,36,8,11,1000,1.63916092
27,0,36,8,12,1350,1.671472935
27,0,40,8,6,800,1.621617252
